SourceFile,ByteOrderMark,CharacterSet,CodePage,CodeSize,CompanyName,CompObjUserType,CompObjUserTypeLen,Contributor,ContributorRole,CreateDate,Creation-date,Creator,CreatorFile-as,CreatorId,CreatorRole,Date,Description,DescriptionXmlns,Directory,Document-statisticCell-count,Document-statisticObject-count,Document-statisticTable-count,Editing-cycles,Editing-duration,EntryPoint,Error,ExifToolVersion,FileAccessDate,FileCreateDate,FileDescription,FileFlags,FileFlagsMask,FileModifyDate,FileName,FileOS,FilePermissions,FileSize,FileSubtype,FileType,FileTypeExtension,FileVersion,FileVersionNumber,Format,Generator,Guide,GuideReferenceHref,GuideReferenceTitle,GuideReferenceType,Identifier,IdentifierId,IdentifierScheme,ImageFileCharacteristics,ImageVersion,Initial-creator,InitializedDataSize,Language,LanguageCode,LastModifiedBy,LastPrinted,LegalCopyright,LineCount,LinkerVersion,MachineType,ManifestItemHref,ManifestItemId,ManifestItemMedia-type,ManifestItemProperties,Meta,MetaContent,MetaId,MetaName,MetaProperty,MetaRefines,MetaScheme,MIMEEncoding,MIMEType,ModificationDate,ModifyDate,Newlines,ObjectFileType,OSVersion,PEType,PreviewPNG,Print-date,Printed-by,ProductName,ProductVersion,ProductVersionNumber,PublicationDate,Publisher,RevisionNumber,Rights,Source,SourceId,SpineItemrefIdref,SpineItemrefLinear,SpinePage-progression-direction,SpineToc,Subject,Subsystem,SubsystemVersion,TemplateActuate,TemplateHref,TemplateTitle,TemplateType,TimeStamp,Title,TitleId,TotalEditTime,Tours,ToursTourId,ToursTourSiteHref,ToursTourSiteTitle,ToursTourTitle,Type,UninitializedDataSize,User-definedName,WordCount,ZoneIdentifier
JD_ROBB_Survivor_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 20 - Survivor in Death,"Robb, J. D.",,aut,2004:01:01 16:00:00+00:00,"<div><h3>From Publishers Weekly</h3><p>In the 20th fine volume of Roberts's futuristic mystery franchise, police lieutenant Eve Dallas is called in when lawyer Grant Swisher and his family are massacred with eerie skillfulness on the Upper West Side. The only survivor is 10-year-old Nixie, who evades—and witnesses—the killers as she creeps down to the kitchen for a midnight snack. Despite the painful memories of her own childhood that Nixie's presence calls up, Eve decides to hide the girl in the high-tech mansion she shares with her husband, billionaire businessman Roarke. With help from Roarke; her faithful sidekick, Peabody; and others, Eve discovers the existence of a shadowy former military operative with a grudge against Swisher—the lawyer helped the operative's battered wife divorce him right before she disappeared. The relatively early disclosure of the villain's identity and the dearth of other viable suspects dulls the suspense in the first half of the book, but tension escalates toward an absorbing denouement as a trap Eve sets for her target ends up with Nixie as its unintentional bait. Throughout, the series' colorful supporting cast and Eve's prickly personality—smartly showcased in her power struggles with everything from space-age vending machines to her own past—remain as vividly appealing as ever. <br>Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. </p><h3>Review</h3><p>This is sheer entertainment, a souped-up version of Agatha Christie for the new millennium </p></div>

<span class=""synopsis"">No affairs. No criminal connections. No DNA. No clues. Eve Dallas may be the best cop in the city--not to mention having the lavish resources of her husband, Roarke, at her disposal--but the Swisher case has her baffled. On the surface Keelie and Grant Swisher seem unlikely targets for an assassin; an average couple living in a nice neighbourhood and working hard to raise their two kids. But when Eve Dallas is called to a multiple homicide at the Swisher family home, she discovers a blood-bath. There are five dead - including two children - in what seems to be a professional hit. The killers breached an elaborate state-of-the-art security system, and the killers used night-vision equipment to find their way through the cozy, middle-class house. With brutal, military precision, they slashed the throat of each victim while they slept in their beds; and were in and out of the house in less than ten minutes. Clearly, Eve is dealing with pros. In fact they made only one mistake... they left a survivor. They overlooked the nine-year-old girl cowering in the darkened kitchen. Nixie Swisher's sudden urge for a midnight snack may just have saved her life. While her parents, brother and best-friend lay in their beds, oblivious to the threat, Nixie was downstairs in the kitchen getting a soda... and she saw far too much.<br> <br> Kids are not Dallas's strong suit. But Now Nixie Swisher is an orphan-and the sole eyewitness to a seemingly inexplicable crime, and Dallas needs to solve this case. Eve knows that her priority is to keep her safe. Offering her a temporary refuge is easy, but dealing with the emotional needs of a nine-year-old girl who has lost everything isn't. Not only for the cause of justice. With her partner, Peabody, back on the job-and her husband, Roarke, providing the kind of help that only he can give-Lieutenant Eve Dallas is running after shadows, and dead-set on finding out who's behind them. But also to put to rest some of her own darkest memories--and deepest fears. But she's chasing professionals who don't like leaving loose ends. And leaving Nixie Swisher alive is one loose end too many....</span>",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:43:17-05:00,JD_ROBB_Survivor_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,334 kB,,EPUB,epub,,,,,,../titlepage.xhtml,Cover,cover,r/j-d-robb/survivor-in-death,uuid_id,uuid,,,,,en,,,,,,,,Images/logo.jpg,a30,image/jpeg,,,Survivor in Death,,calibre:title_sort,,,,,application/epub+zip,2013:09:24,,,,,,,,,,,,,Berkley,,Copyrights as per source stories,,,titlepage,,,ncx,,,,,,,,,Survivor in Death,,,,,,,,,,,,Exists
JD_ROBB_Taken_in_Death_-_JD_Robb.epub,,,,,,,,epubsplit,bkp,,,J. D. Robb,,,aut,,,,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:26:59-05:00,JD_ROBB_Taken_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,655 kB,,EPUB,epub,,,,,,,,,epubsplit-uid-1397695043,epubsplit-id,,,,,,en,,,,,,,,toc.ncx,ncx,application/x-dtbncx+xml,,,5.1,,version,,,,,application/epub+zip,2014:04:16,,,,,,,,,,,,,,,Copyrights as per source stories,,,a0,yes,,ncx,,,,,,,,,In Death 37.5 - Taken in Death,,,,,,,,,,,,Exists
JD_ROBB_Thankless_in_Death_-_JD_Robb.epub,,,,,,,,calibre (0.9.44) [http://calibre-ebook.com],bkp,,,J. D. Robb,"ROBB, J. D.",,aut,2013:09:16 22:00:00+00:00,,,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:43:35-05:00,JD_ROBB_Thankless_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,528 kB,,EPUB,epub,,,,,,Text/toc.html,Table of Contents,toc,fc7cf4bb-a22c-4159-aef6-bb32ac583437,uuid_id,uuid,,,,,en,,,,,,,,Images/cover.jpeg,cover,image/jpeg,,,2013:09:17 05:57:23+00:00,,calibre:timestamp,,,,,application/epub+zip,,,,,,,,,,,,,,"Little, Brown Book Group",,Copyright © 2013 by Nora Roberts,,,titlepage,,,ncx,,,,,,,,,Thankless in Death,,,,,,,,,,,,Exists
JD_ROBB_Three_in_Death_-_J_D_Robb.epub,,,,,,,,J.D. Robb,,,,J. D. Robb,,,,2008,"<p>Includes these three favorites: Interlude In Death, Midnight In Death, Haunted In Death<p>Number-one New York Times bestselling author Nora Roberts writing as J.D. Robb delivers a potent combination of futuristic suspense, thrills, and passion in three stories featuring Lieutenant Eve Dallas.",http://purl.org/dc/elements/1.1/,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:22:47-05:00,JD_ROBB_Three_in_Death_-_J_D_Robb.epub,,-rw-rw-rw-,274 kB,,EPUB,epub,,,,,,9781429526326_Microsoft_toc01.html,Table of Contents,toc,,OverDriveGUID,,,,,,"en-us, en",,,,,,,,toc.ncx,ncx,application/x-dtbncx+xml,,,"2, 0, 2, 0215 (02/15/2002)",,rwver-ReaderWorks-SDK-Control,,,,,application/epub+zip,,,,,,,,,,,,,,"Penguin Group USA, Inc.",,Copyright © 2008 by Nora Roberts.,,,my-html-cover,no,,ncx,,,,,,,,,Three in Death,,,,,,,,,,,,Exists
JD_ROBB_Time_of_Death_-_J_D_Robb.epub,,,,,,,,,,,,J. D. Robb,,,,2011:05:30,"<p><B>From the #1 <I>New York Times</I> bestselling author: three popular Eve Dallas stories together for the first time in one volume. </B><p>J. D. Robb's <I>In Death</I> novels have been praised as Law & Order: SVU-in the future"" (<I>Entertainment Weekly</I>). Now, together for the first time in one volume, are three stories that spotlight Lieutenant Eve Dallas doing what she does best: solving crime with skill, integrity, and passion.<p><I>Eternity in Death</I><p>A seductive killer is luring in victims with a promise of the impossible-immortality. Eve Dallas must strip away the fantasy to catch the coldhearted madman.<p><I>Ritual in Death</I><p>Eve is plunged into the violent aftermath of a ritualistic murder-and into the mind of an alleged witness who can't remember a thing to save his life.<p><I>Missing in Death</I><p>When a woman disappears from a New York City ferry, it's a case that only Eve Dallas can solve- because the woman didn't jump, and yet she's not on board.",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:22:24-05:00,JD_ROBB_Time_of_Death_-_J_D_Robb.epub,,-rw-rw-rw-,375 kB,,EPUB,epub,,,,,,robb_9781101535370_oeb_toc_r1.xhtml,Table of Contents,toc,9781101535370,bookid,,,,,,en,,,,,,,,page-template.xpgt,pt,application/vnd.adobe-page-template+xml,,,,,,,,,,application/epub+zip,,,,,,,,,,,,,,"Penguin Group USA, Inc.",,Copyright © 2011 by Nora Roberts.,,,cover,,,ncx,,,,,,,,,Time of Death,,,,,,,,,,,,Exists
JD_ROBB_Vendetta_in_Death_-_JD_Robb.epub,,,,,,,,,,,,"Robb, J. D.",,,,,,,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:44:05-05:00,JD_ROBB_Vendetta_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,417 kB,,EPUB,epub,,,,,,Text/part0003.xhtml,Copyright,copyright-page,9780349422060,uid,ISBN,,,,,en,,,,,,,,Text/cover_page.xhtml,x_cover,application/xhtml+xml,,,x_cover-image,,cover,,,,,application/epub+zip,,,,,,,,,,,,,2019:09:03,"Little, Brown Book Group",,Copyright © 2019 by Nora Roberts,,,x_cover,no,,ncx,,,,,,,,,Vendetta in Death,,,"
",,,,,,,,,Exists
JD_ROBB_Vengeance_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 06 - Vengeance in Death,"Robb, J. D.",,aut,1997:09:30 16:00:00+00:00,"<p class=""description"">He is an expert with the latest technology. A madman with the mind of a genius and the heart of a killer. He quietly stalks his prey. Then he haunts the police with cryptic riddles about the crimes he is about to commit - always solved moments too late to save his victims' lives. Police lieutenant Eve Dallas found the first victim butchered in his own home. The second lost his life in a vacant luxury apartment. The two men had little in common. Both suffered unspeakable torture before their deaths. And both had ties to an ugly secret of ten years past--a secret shared by none other than Eve's new husband, Roarke.</p>

<span class=""synopsis"">In a time when technology links the law and the lawless, predators and prey can be one and the same... <br> <br> He is an expert with the latest technology ... a madman with the mind of a genius and the heart of a killer. He quietly stalks his prey. Then he haunts the police with cryptic riddles about the crimes he is about to commit--always solved moments too late to save his victims' lives. <br> <br> Police lieutenant Eve Dallas found the first victim butchered in his own home. The second lost his life in a vacant luxury apartment. The two men had little in common. Both suffered unspeakable torture before their deaths. And both had ties to an ugly secret of ten years past--a secret shared by none other than Eve's new husband, Roarke.</span>",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:44:27-05:00,JD_ROBB_Vengeance_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,563 kB,,EPUB,epub,,,,,,../titlepage.xhtml,Cover,cover,r/j-d-robb/vengeance-in-death,uuid_id,uuid,,,,,en,,,,,,,,Images/logo.jpg,a26,image/jpeg,,,Vengeance in Death,,calibre:title_sort,,,,,application/epub+zip,2013:09:24,,,,,,,,,,,,,Penguin,,Copyrights as per source stories,,,titlepage,,,ncx,"Crime & mystery, Political, Fiction, Romance, Women Detectives - New York (State) - New York, Women Sleuths, Policewomen - New York (State) - New York, Mystery And Suspense Fiction, Mystery & Detective - Women Sleuths, New York (N.Y.), Policewomen, Romantic Suspense Fiction, Dallas; Eve (Fictitious Character), Mystery, Detective, Police Procedural, Mystery & Detective - Police Procedural, Mystery & Detective - General, Women Detectives, Mystery & Detective, Fiction - Mystery, General, Suspense, Mystery Fiction",,,,,,,,Vengeance in Death,,,,,,,,,,,,Exists
JD_ROBB_Visions_in_Death_Dutch_Edition_-_Roberts_Nora.epub,,,,,,,,calibre (0.7.43) [http://calibre-ebook.com],bkp,,,Nora Roberts; J. D. Robb,"Robb, Nora Roberts; J. D.",,aut,2004:07:29 20:43:09.218000+00:00,"EDITORIAL REVIEW: 'The summer had been long hot and bloody. Fall, with its cooler temperatures was coming. Maybe people wouldn't be as inclined to kill each other. But she doubted it.' Eve Dallas' latest homicide case is a particularly vicious case. A young mother, Elisa Maplewood, is found raped and strangled in the park, her body naked but for what appears to be a red ribbon tied around her neck. As Eve starts investigating Elisa's friends and relations, an offer of help comes from an unlikely source. The only reason Eve agrees to meet with psychic Celina Sanchez is that she is a friend of a friend. But Celina claims to have experienced visions of the killer and can recite precise details of the case - details that the police have kept to themselves. She is also no glory-hunter - she doesn't want her name released to the media. Haunted by the visions of death that she sees, all she wants to do is help Eve catch the criminal so that she is left in peace. Though Eve remains sceptical of Celina's abilities, she serves the greater good, and she will use all the resources she can to track down the killer before he strikes again...",,.,,,,,,,,12.93,2024:12:18 01:36:50-05:00,2024:12:18 01:36:50-05:00,,,,2024:12:18 00:16:08-05:00,JD_ROBB_Visions_in_Death_Dutch_Edition_-_Roberts_Nora.epub,,-rw-rw-rw-,778 kB,,EPUB,epub,,,,,,Visions_in_Death_split_023.html#filepos782176,Table of Contents,toc,30e87e10-30bf-430d-810e-3a7313b9100c,uuid_id,ISBN,,,,,nl,,,,,,,,Visions_in_Death_split_000.html,id124,application/xhtml+xml,,,2011:02:01 16:43:14.414000+00:00,,calibre:timestamp,,,,,application/epub+zip,,,,,,,,,,,,,,Piatkus,,,,,titlepage,,,ncx,"General, Fiction, Mystery, Crime & mystery, Mystery & Detective, Suspense, Police, Crime & Thriller, Policewomen, Detective and mystery stories, Police Procedural, Psychics, Eve (Fictitious character), Dallas",,,,,,,,Visions in Death,,,,,,,,,,,,Exists
JD_ROBB_Witness_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.0.0) [http://calibre-ebook.com],bkp,,,J. D. Robb - In Death 10 - Witness in Death,"Robb, J. D.",,aut,2000:02:29 16:00:00+00:00,"<div><h3>From Publishers Weekly</h3><p>It is 2059, and New York City homicide lieutenant Eve Dallas's husband, Roarke, is producing a revival of Agatha Christie's thriller Witness for the Prosecution. On opening night, when the villainous character Leonard Vole gets his just deserts, someone substitutes a kitchen knife for the prop knife, and the actor, Richard Draco, is stabbed through the heart. Trouble is, in time-tested British mystery fashion, everyone in the cast had good reason to despise Richard, a misogynist who seduced and discarded beautiful young women, including one whom he knew to be his daughter. It's up to Eve to solve the case, an emotionally difficult task as she is no stranger to incest herself: she was beaten and raped by her father before she managed to escape him. As Eve fights to keep her head above water, she tries to bond at a deeper level with Roarke, so that her future will heal the pain of her past. Robb (aka Nora Roberts) serves up a welcome mix of edgy, sexy lovers,newfangled gadgets, classic whodunit and noir. (Mar.) <br>Copyright 2000 Reed Business Information, Inc. </p><h3>Review</h3><p>""The romance between Roarke and Eve is so sizzling."" </p></div>

<p class=""description""><span class=""synopsis"">When a celebrity is killed right before her eyes, New York detective Eve Dallas takes a new place in crime - as both officer and witness to murder...<br> <br> Opening night at New York's New Globe Theater turns from stage scene to crime scene when the leading man is stabbed to death center stage. Now Eve Dallas has a high-profile, celebrity homicide on her hands. Not only is she lead detective, she's also a witness - and when the press discovers that her husband owns the theater, there's more media spotlight than either can handle. The only way out is to move fast. Question everyone and everything...and in the meantime, try to tell the difference between the truth - and really good acting...</span></p>",,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:50-05:00,,,,2024:12:18 00:44:45-05:00,JD_ROBB_Witness_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,530 kB,,EPUB,epub,,,,,,../titlepage.xhtml,Cover,cover,r/j-d-robb/witness-in-death,uuid_id,uuid,,,,,en,,,,,,,,Images/logo.jpg,a28,image/jpeg,,,Witness in Death,,calibre:title_sort,,,,,application/epub+zip,2013:09:24,,,,,,,,,,,,,Penguin,,Copyrights as per source stories,,,titlepage,,,ncx,"Detectives, Detective and Mystery Stories, Police, Dallas, Political, Police - New York (State) - New York, Fiction, Romance, Women Sleuths, Crime & mystery, Crime & Thriller, Mystery And Suspense Fiction, Mystery & Detective - Women Sleuths, Eve (Fictitious character), New York (N.Y.), Policewomen, Dallas; Eve (Fictitious Character), Mystery, Police Procedural, Detective, Mystery & Detective, Fiction - Mystery, General, Suspense, Mystery & Detective - Police Procedural",,,,,,,,Witness in Death,,,,,,,,,,,,Exists
JD_ROBB_Wonderment_in_Death_-_JD_Robb.epub,,,,,,,,calibre (2.78.0) [https://calibre-ebook.com],bkp,,,J.D. Robb,"Robb, J.D.",,aut,2015:09:29 04:00:00+00:00,,,.,,,,,,,,12.93,2024:12:18 01:49:50-05:00,2024:12:18 01:36:49-05:00,,,,2024:12:18 00:33:39-05:00,JD_ROBB_Wonderment_in_Death_-_JD_Robb.epub,,-rw-rw-rw-,155 kB,,EPUB,epub,,,,,,titlepage.xhtml,Cover,cover,697837a3-7785-46c5-adde-e2182c100bbc,uuid_id,uuid,,,,,en,,,,,,,,cover.jpeg,cover,image/jpeg,,,41.50,,calibre:series_index,,,,,application/epub+zip,,,,,,,,,,,,,,,,,,,titlepage,,,ncx,,,,,,,,,Eve Dallas 41.5 - Wonderment in Death,,,,,,,,,,,,Exists
rname.bat,,,,,,,,,,,,,,,,,,,.,,,,,,,,12.93,2024:12:18 01:38:12-05:00,2024:10:12 02:12:42-04:00,,,,2024:10:23 18:13:45-04:00,rname.bat,,-rw-rw-rw-,40 bytes,,TXT,txt,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,us-ascii,text/plain,,,Windows CRLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
sitetele.txt,,,,,,,,,,,,,,,,,,,.,,,,,,,,12.93,2024:12:14 23:08:45-05:00,2024:12:08 13:07:32-05:00,,,,2024:12:14 19:06:30-05:00,sitetele.txt,,-rw-rw-rw-,63 bytes,,TXT,txt,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,us-ascii,text/plain,,,Windows CRLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
sync.ffs_db,,,,,,,,,,,,,,,,,,,.,,,,,,,Unknown file type,12.93,2024:07:22 01:06:51-04:00,2024:07:22 01:06:51-04:00,,,,2024:07:22 01:06:51-04:00,sync.ffs_db,,-rw-rw-rw-,43 kB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Course.odp,,,,,,,,,,,2023:12:11 16:32:49.42,"SPRITE ",,,,2023:12:11 18:05:36.26,"Introducing developments and alternatives, recommending one or more strategies",,.,,44,,3,PT15M22S,,,12.93,2024:12:18 01:38:13-05:00,2023:12:11 17:55:38-05:00,,,,2023:12:11 18:05:36-05:00,Tax Course.odp,,-rw-rw-rw-,289 kB,,ODP,odp,,,,OpenOffice/4.1.14$Win32 OpenOffice.org_project/4114m1$Build-9811,,,,,,,,,,"SPRITE ",,en-US,,,,,,,,,,,,,,,,,,,,application/vnd.oasis.opendocument.presentation,,,,,,,"(Binary data 40612 bytes, use -b option to extract)",2023:12:11 17:59:48.11,"SPRITE ",,,,,,,,,,,,,,,,,onRequest,../../../../Program%20Files%20(x86)/OpenOffice%204/share/template/en-US/presnt/prs-strategy.otp,Recommendation of a Strategy,simple,,Recommendation of a Strategy,,,,,,,,,,Info 0,,
